,country,time-period,fuel-type,value(GWH)
162,Bosnia and Herzegovina,2021-08,Coal and manufactured gases,802.271
163,Bosnia and Herzegovina,2021-09,Coal and manufactured gases,774.858
164,Bosnia and Herzegovina,2021-10,Coal and manufactured gases,820.954
165,Bosnia and Herzegovina,2021-11,Coal and manufactured gases,859.913
166,Bosnia and Herzegovina,2021-12,Coal and manufactured gases,841.088
167,Bosnia and Herzegovina,2022-01,Coal and manufactured gases,926.896
168,Bosnia and Herzegovina,2022-02,Coal and manufactured gases,821.186
169,Bosnia and Herzegovina,2022-03,Coal and manufactured gases,876.931
170,Bosnia and Herzegovina,2022-04,Coal and manufactured gases,853.611
171,Bosnia and Herzegovina,2022-05,Coal and manufactured gases,789.873
172,Belgium,2017-01,Coal and manufactured gases,177.694
173,Belgium,2017-02,Coal and manufactured gases,183.838
174,Belgium,2017-03,Coal and manufactured gases,193.451
175,Belgium,2017-04,Coal and manufactured gases,172.381
176,Belgium,2017-05,Coal and manufactured gases,199.159
177,Belgium,2017-06,Coal and manufactured gases,169.536
178,Belgium,2017-07,Coal and manufactured gases,201.608
179,Belgium,2017-08,Coal and manufactured gases,192.352
180,Belgium,2017-09,Coal and manufactured gases,174.815
181,Belgium,2017-10,Coal and manufactured gases,193.198
182,Belgium,2017-11,Coal and manufactured gases,167.167
183,Belgium,2017-12,Coal and manufactured gases,195.131
184,Belgium,2018-01,Coal and manufactured gases,145.355
185,Belgium,2018-02,Coal and manufactured gases,159.63
186,Belgium,2018-03,Coal and manufactured gases,193.087
187,Belgium,2018-04,Coal and manufactured gases,158.185
188,Belgium,2018-05,Coal and manufactured gases,170.619
189,Belgium,2018-06,Coal and manufactured gases,182.855
190,Belgium,2018-07,Coal and manufactured gases,203.318
191,Belgium,2018-08,Coal and manufactured gases,192.052
192,Belgium,2018-09,Coal and manufactured gases,194.085
193,Belgium,2018-10,Coal and manufactured gases,185.107
194,Belgium,2018-11,Coal and manufactured gases,175.141
195,Belgium,2018-12,Coal and manufactured gases,175.037
196,Belgium,2019-01,Coal and manufactured gases,194.27
197,Belgium,2019-02,Coal and manufactured gases,180.355
198,Belgium,2019-03,Coal and manufactured gases,208.543
199,Belgium,2019-04,Coal and manufactured gases,186.245
200,Belgium,2019-05,Coal and manufactured gases,207.205
201,Belgium,2019-06,Coal and manufactured gases,188.292
202,Belgium,2019-07,Coal and manufactured gases,203.414
203,Belgium,2019-08,Coal and manufactured gases,206.059
204,Belgium,2019-09,Coal and manufactured gases,166.122
205,Belgium,2019-10,Coal and manufactured gases,213.059
206,Belgium,2019-11,Coal and manufactured gases,185.09
207,Belgium,2019-12,Coal and manufactured gases,165.561
208,Belgium,2020-01,Coal and manufactured gases,185.458
209,Belgium,2020-02,Coal and manufactured gases,174.439
210,Belgium,2020-03,Coal and manufactured gases,176.138
211,Belgium,2020-04,Coal and manufactured gases,131.657
212,Belgium,2020-05,Coal and manufactured gases,148.188
213,Belgium,2020-06,Coal and manufactured gases,142.405
214,Belgium,2020-07,Coal and manufactured gases,198.045
215,Belgium,2020-08,Coal and manufactured gases,166.553
216,Belgium,2020-09,Coal and manufactured gases,112.826
217,Belgium,2020-10,Coal and manufactured gases,100.303
218,Belgium,2020-11,Coal and manufactured gases,61.48
219,Belgium,2020-12,Coal and manufactured gases,78.594
220,Belgium,2021-01,Coal and manufactured gases,95.473
221,Belgium,2021-02,Coal and manufactured gases,54.493
222,Belgium,2021-03,Coal and manufactured gases,153.086
223,Belgium,2021-04,Coal and manufactured gases,182.59
224,Belgium,2021-05,Coal and manufactured gases,151.491
225,Belgium,2021-06,Coal and manufactured gases,170.348
226,Belgium,2021-07,Coal and manufactured gases,197.011
227,Belgium,2021-08,Coal and manufactured gases,207.106
228,Belgium,2021-09,Coal and manufactured gases,13.126
229,Belgium,2021-10,Coal and manufactured gases,1.508
230,Belgium,2021-11,Coal and manufactured gases,158.441
231,Belgium,2021-12,Coal and manufactured gases,191.497
232,Belgium,2022-01,Coal and manufactured gases,179.946
233,Belgium,2022-02,Coal and manufactured gases,134.797
234,Belgium,2022-03,Coal and manufactured gases,175.083
235,Belgium,2022-04,Coal and manufactured gases,158.312
236,Belgium,2022-05,Coal and manufactured gases,166.941
237,Bulgaria,2017-01,Coal and manufactured gases,1999.251
238,Bulgaria,2017-02,Coal and manufactured gases,1606.241
239,Bulgaria,2017-03,Coal and manufactured gases,1370.895
240,Bulgaria,2017-04,Coal and manufactured gases,1252.667
241,Bulgaria,2017-05,Coal and manufactured gases,1470.574
242,Bulgaria,2017-06,Coal and manufactured gases,1100.604
243,Bulgaria,2017-07,Coal and manufactured gases,1312.688
244,Bulgaria,2017-08,Coal and manufactured gases,1391.042
245,Bulgaria,2017-09,Coal and manufactured gases,1563.312
246,Bulgaria,2017-10,Coal and manufactured gases,1647.235
247,Bulgaria,2017-11,Coal and manufactured gases,1666.082
248,Bulgaria,2017-12,Coal and manufactured gases,1539.884
249,Bulgaria,2018-01,Coal and manufactured gases,1573.486
250,Bulgaria,2018-02,Coal and manufactured gases,1414.71
251,Bulgaria,2018-03,Coal and manufactured gases,1281.961
252,Bulgaria,2018-04,Coal and manufactured gases,774.763
253,Bulgaria,2018-05,Coal and manufactured gases,1069.32
254,Bulgaria,2018-06,Coal and manufactured gases,1177.353
255,Bulgaria,2018-07,Coal and manufactured gases,1164.273
256,Bulgaria,2018-08,Coal and manufactured gases,1352.972
257,Bulgaria,2018-09,Coal and manufactured gases,1564.639
258,Bulgaria,2018-10,Coal and manufactured gases,1782.668
259,Bulgaria,2018-11,Coal and manufactured gases,1856.292
260,Bulgaria,2018-12,Coal and manufactured gases,1951.481
261,Bulgaria,2019-01,Coal and manufactured gases,1854
262,Bulgaria,2019-02,Coal and manufactured gases,1490.566
263,Bulgaria,2019-03,Coal and manufactured gases,1240.146
264,Bulgaria,2019-04,Coal and manufactured gases,1103.584
265,Bulgaria,2019-05,Coal and manufactured gases,1147.867
266,Bulgaria,2019-06,Coal and manufactured gases,710.485
267,Bulgaria,2019-07,Coal and manufactured gases,1071.759
268,Bulgaria,2019-08,Coal and manufactured gases,1121.764
269,Bulgaria,2019-09,Coal and manufactured gases,1199.521
270,Bulgaria,2019-10,Coal and manufactured gases,1487.561
271,Bulgaria,2019-11,Coal and manufactured gases,1315.496
272,Bulgaria,2019-12,Coal and manufactured gases,1332.091
273,Bulgaria,2020-01,Coal and manufactured gases,1228.814
274,Bulgaria,2020-02,Coal and manufactured gases,1297.405
275,Bulgaria,2020-03,Coal and manufactured gases,1142.123
276,Bulgaria,2020-04,Coal and manufactured gases,932.973
277,Bulgaria,2020-05,Coal and manufactured gases,777.56
278,Bulgaria,2020-06,Coal and manufactured gases,683.357
279,Bulgaria,2020-07,Coal and manufactured gases,800.175
280,Bulgaria,2020-08,Coal and manufactured gases,803.762
281,Bulgaria,2020-09,Coal and manufactured gases,871.388
282,Bulgaria,2020-10,Coal and manufactured gases,994.146
283,Bulgaria,2020-11,Coal and manufactured gases,971.35
284,Bulgaria,2020-12,Coal and manufactured gases,1088.052
285,Bulgaria,2021-01,Coal and manufactured gases,1065.492
286,Bulgaria,2021-02,Coal and manufactured gases,886.31
287,Bulgaria,2021-03,Coal and manufactured gases,1081.542
288,Bulgaria,2021-04,Coal and manufactured gases,1228.984
289,Bulgaria,2021-05,Coal and manufactured gases,1034.511
290,Bulgaria,2021-06,Coal and manufactured gases,492.966
291,Bulgaria,2021-07,Coal and manufactured gases,975.295
292,Bulgaria,2021-08,Coal and manufactured gases,1235.301
293,Bulgaria,2021-09,Coal and manufactured gases,1428.951
294,Bulgaria,2021-10,Coal and manufactured gases,1868.297
295,Bulgaria,2021-11,Coal and manufactured gases,1689.846
296,Bulgaria,2021-12,Coal and manufactured gases,1801.431
297,Bulgaria,2022-01,Coal and manufactured gases,1902.058
298,Bulgaria,2022-02,Coal and manufactured gases,1729.433
299,Bulgaria,2022-03,Coal and manufactured gases,1974.102
300,Bulgaria,2022-04,Coal and manufactured gases,1430.972
301,Bulgaria,2022-05,Coal and manufactured gases,1522.584
302,Cyprus,2017-01,Coal and manufactured gases,0
303,Cyprus,2017-02,Coal and manufactured gases,0
304,Cyprus,2017-03,Coal and manufactured gases,0
305,Cyprus,2017-04,Coal and manufactured gases,0
306,Cyprus,2017-05,Coal and manufactured gases,0
307,Cyprus,2017-06,Coal and manufactured gases,0
308,Cyprus,2017-07,Coal and manufactured gases,0
309,Cyprus,2017-08,Coal and manufactured gases,0
310,Cyprus,2017-09,Coal and manufactured gases,0
311,Cyprus,2017-10,Coal and manufactured gases,0
312,Cyprus,2017-11,Coal and manufactured gases,0
313,Cyprus,2017-12,Coal and manufactured gases,0
314,Cyprus,2018-01,Coal and manufactured gases,0
315,Cyprus,2018-02,Coal and manufactured gases,0
316,Cyprus,2018-03,Coal and manufactured gases,0
317,Cyprus,2018-04,Coal and manufactured gases,0
318,Cyprus,2018-05,Coal and manufactured gases,0
319,Cyprus,2018-06,Coal and manufactured gases,0
320,Cyprus,2018-07,Coal and manufactured gases,0
321,Cyprus,2018-08,Coal and manufactured gases,0
322,Cyprus,2018-09,Coal and manufactured gases,0
323,Cyprus,2018-10,Coal and manufactured gases,0
324,Cyprus,2018-11,Coal and manufactured gases,0
325,Cyprus,2018-12,Coal and manufactured gases,0
326,Cyprus,2019-01,Coal and manufactured gases,0
327,Cyprus,2019-02,Coal and manufactured gases,0
328,Cyprus,2019-03,Coal and manufactured gases,0
329,Cyprus,2019-04,Coal and manufactured gases,0
330,Cyprus,2019-05,Coal and manufactured gases,0
331,Cyprus,2019-06,Coal and manufactured gases,0
332,Cyprus,2019-07,Coal and manufactured gases,0
333,Cyprus,2019-08,Coal and manufactured gases,0
334,Cyprus,2019-09,Coal and manufactured gases,0
335,Cyprus,2019-10,Coal and manufactured gases,0
336,Cyprus,2019-11,Coal and manufactured gases,0
337,Cyprus,2019-12,Coal and manufactured gases,0
338,Cyprus,2020-01,Coal and manufactured gases,0
339,Cyprus,2020-02,Coal and manufactured gases,0
340,Cyprus,2020-03,Coal and manufactured gases,0
341,Cyprus,2020-04,Coal and manufactured gases,0
342,Cyprus,2020-05,Coal and manufactured gases,0
343,Cyprus,2020-06,Coal and manufactured gases,0
344,Cyprus,2020-07,Coal and manufactured gases,0
345,Cyprus,2020-08,Coal and manufactured gases,0
346,Cyprus,2020-09,Coal and manufactured gases,0
347,Cyprus,2020-10,Coal and manufactured gases,0
348,Cyprus,2020-11,Coal and manufactured gases,0
349,Cyprus,2020-12,Coal and manufactured gases,0
350,Cyprus,2021-01,Coal and manufactured gases,0
351,Cyprus,2021-02,Coal and manufactured gases,0
352,Cyprus,2021-03,Coal and manufactured gases,0
353,Cyprus,2021-04,Coal and manufactured gases,0
354,Cyprus,2021-05,Coal and manufactured gases,0
355,Cyprus,2021-06,Coal and manufactured gases,0
356,Cyprus,2021-07,Coal and manufactured gases,0
357,Cyprus,2021-08,Coal and manufactured gases,0
358,Cyprus,2021-09,Coal and manufactured gases,0
359,Cyprus,2021-10,Coal and manufactured gases,0
360,Cyprus,2021-11,Coal and manufactured gases,0
361,Cyprus,2021-12,Coal and manufactured gases,0
362,Cyprus,2022-01,Coal and manufactured gases,0
363,Cyprus,2022-02,Coal and manufactured gases,0
364,Cyprus,2022-03,Coal and manufactured gases,0
365,Cyprus,2022-04,Coal and manufactured gases,0
366,Cyprus,2022-05,Coal and manufactured gases,0
367,Czechia,2017-01,Coal and manufactured gases,4384.827
368,Czechia,2017-02,Coal and manufactured gases,3802.545
369,Czechia,2017-03,Coal and manufactured gases,3781.3
370,Czechia,2017-04,Coal and manufactured gases,3644.059
371,Czechia,2017-05,Coal and manufactured gases,2957.185
372,Czechia,2017-06,Coal and manufactured gases,2467.805
373,Czechia,2017-07,Coal and manufactured gases,2227.865
374,Czechia,2017-08,Coal and manufactured gases,2718.706
375,Czechia,2017-09,Coal and manufactured gases,3260.385
376,Czechia,2017-10,Coal and manufactured gases,3524.646
377,Czechia,2017-11,Coal and manufactured gases,3757.124
378,Czechia,2017-12,Coal and manufactured gases,3533.319
379,Czechia,2018-01,Coal and manufactured gases,3644.156
380,Czechia,2018-02,Coal and manufactured gases,3447.371
381,Czechia,2018-03,Coal and manufactured gases,4022.009
382,Czechia,2018-04,Coal and manufactured gases,2774.022
383,Czechia,2018-05,Coal and manufactured gases,2885.73
384,Czechia,2018-06,Coal and manufactured gases,2748.189
385,Czechia,2018-07,Coal and manufactured gases,3040.671
386,Czechia,2018-08,Coal and manufactured gases,2954.536
387,Czechia,2018-09,Coal and manufactured gases,3145.511
388,Czechia,2018-10,Coal and manufactured gases,3549.548
389,Czechia,2018-11,Coal and manufactured gases,3747.527
390,Czechia,2018-12,Coal and manufactured gases,3773.349
391,Czechia,2019-01,Coal and manufactured gases,3948.785
392,Czechia,2019-02,Coal and manufactured gases,3462.443
393,Czechia,2019-03,Coal and manufactured gases,3386.773
394,Czechia,2019-04,Coal and manufactured gases,2941.968
395,Czechia,2019-05,Coal and manufactured gases,2746.591
396,Czechia,2019-06,Coal and manufactured gases,2137.576
397,Czechia,2019-07,Coal and manufactured gases,2082.151
398,Czechia,2019-08,Coal and manufactured gases,2523.97
399,Czechia,2019-09,Coal and manufactured gases,2805.17
400,Czechia,2019-10,Coal and manufactured gases,3117.615
401,Czechia,2019-11,Coal and manufactured gases,3208.492
402,Czechia,2019-12,Coal and manufactured gases,3484.894
403,Czechia,2020-01,Coal and manufactured gases,3650.666
404,Czechia,2020-02,Coal and manufactured gases,2958.473
405,Czechia,2020-03,Coal and manufactured gases,2832.108
406,Czechia,2020-04,Coal and manufactured gases,2064.944
407,Czechia,2020-05,Coal and manufactured gases,1758.084
408,Czechia,2020-06,Coal and manufactured gases,1892.535
409,Czechia,2020-07,Coal and manufactured gases,1595.584
410,Czechia,2020-08,Coal and manufactured gases,1927.672
411,Czechia,2020-09,Coal and manufactured gases,2235.247
412,Czechia,2020-10,Coal and manufactured gases,2620.493
413,Czechia,2020-11,Coal and manufactured gases,3151.024
414,Czechia,2020-12,Coal and manufactured gases,2970.777
415,Czechia,2021-01,Coal and manufactured gases,3477.501
416,Czechia,2021-02,Coal and manufactured gases,2815.21
417,Czechia,2021-03,Coal and manufactured gases,2711.715
418,Czechia,2021-04,Coal and manufactured gases,2238.124
419,Czechia,2021-05,Coal and manufactured gases,1696.148
420,Czechia,2021-06,Coal and manufactured gases,1704.452
421,Czechia,2021-07,Coal and manufactured gases,2203.531
422,Czechia,2021-08,Coal and manufactured gases,2206.341
423,Czechia,2021-09,Coal and manufactured gases,2320.528
424,Czechia,2021-10,Coal and manufactured gases,3128.808
425,Czechia,2021-11,Coal and manufactured gases,3452.713
426,Czechia,2021-12,Coal and manufactured gases,3591.407
427,Czechia,2022-01,Coal and manufactured gases,3531.217
428,Czechia,2022-02,Coal and manufactured gases,2782.353
429,Czechia,2022-03,Coal and manufactured gases,3414.83
430,Czechia,2022-04,Coal and manufactured gases,2435.499
431,Czechia,2022-05,Coal and manufactured gases,2204.812
432,Germany,2017-01,Coal and manufactured gases,24630.691
433,Germany,2017-02,Coal and manufactured gases,20143.825
434,Germany,2017-03,Coal and manufactured gases,20054.286
435,Germany,2017-04,Coal and manufactured gases,17616.264
436,Germany,2017-05,Coal and manufactured gases,18328.66
437,Germany,2017-06,Coal and manufactured gases,15664.313
438,Germany,2017-07,Coal and manufactured gases,16659.249
439,Germany,2017-08,Coal and manufactured gases,17226.414
440,Germany,2017-09,Coal and manufactured gases,18368.104
441,Germany,2017-10,Coal and manufactured gases,16353.7
442,Germany,2017-11,Coal and manufactured gases,19691.571
443,Germany,2017-12,Coal and manufactured gases,16986.158
444,Germany,2018-01,Coal and manufactured gases,17370.698
445,Germany,2018-02,Coal and manufactured gases,20096.618
446,Germany,2018-03,Coal and manufactured gases,20354.455
447,Germany,2018-04,Coal and manufactured gases,15565.367
448,Germany,2018-05,Coal and manufactured gases,14883.651
449,Germany,2018-06,Coal and manufactured gases,16135.705
450,Germany,2018-07,Coal and manufactured gases,18438.476
451,Germany,2018-08,Coal and manufactured gases,17639.054
452,Germany,2018-09,Coal and manufactured gases,17009.585
453,Germany,2018-10,Coal and manufactured gases,18081.565
454,Germany,2018-11,Coal and manufactured gases,19074.78
455,Germany,2018-12,Coal and manufactured gases,15681.653
456,Germany,2019-01,Coal and manufactured gases,18361.465
457,Germany,2019-02,Coal and manufactured gases,16312.655
458,Germany,2019-03,Coal and manufactured gases,12072.166
459,Germany,2019-04,Coal and manufactured gases,13070.741
460,Germany,2019-05,Coal and manufactured gases,12651.008
461,Germany,2019-06,Coal and manufactured gases,9815.128
462,Germany,2019-07,Coal and manufactured gases,11618.428
463,Germany,2019-08,Coal and manufactured gases,11025.342
464,Germany,2019-09,Coal and manufactured gases,10521.465
465,Germany,2019-10,Coal and manufactured gases,12498.18
466,Germany,2019-11,Coal and manufactured gases,16729.298
467,Germany,2019-12,Coal and manufactured gases,12096.247
468,Germany,2020-01,Coal and manufactured gases,13010.209
469,Germany,2020-02,Coal and manufactured gases,8238.098
470,Germany,2020-03,Coal and manufactured gases,9416.592
471,Germany,2020-04,Coal and manufactured gases,6100.342
472,Germany,2020-05,Coal and manufactured gases,6175.259
473,Germany,2020-06,Coal and manufactured gases,7586.233
474,Germany,2020-07,Coal and manufactured gases,8187.322
475,Germany,2020-08,Coal and manufactured gases,10294.576
476,Germany,2020-09,Coal and manufactured gases,12046.335
477,Germany,2020-10,Coal and manufactured gases,12739.241
478,Germany,2020-11,Coal and manufactured gases,14963.237
479,Germany,2020-12,Coal and manufactured gases,14117.96
480,Germany,2021-01,Coal and manufactured gases,16151.663
481,Germany,2021-02,Coal and manufactured gases,11612.285
482,Germany,2021-03,Coal and manufactured gases,11708.671
483,Germany,2021-04,Coal and manufactured gases,10648.226
484,Germany,2021-05,Coal and manufactured gases,7957.741
485,Germany,2021-06,Coal and manufactured gases,10953.664
486,Germany,2021-07,Coal and manufactured gases,10479.903
487,Germany,2021-08,Coal and manufactured gases,10746.378
488,Germany,2021-09,Coal and manufactured gases,14962.83
489,Germany,2021-10,Coal and manufactured gases,14030.452
490,Germany,2021-11,Coal and manufactured gases,16544.158
491,Germany,2021-12,Coal and manufactured gases,15992.408
492,Germany,2022-01,Coal and manufactured gases,15680.051
493,Germany,2022-02,Coal and manufactured gases,11375.165
494,Germany,2022-03,Coal and manufactured gases,16770.433
495,Germany,2022-04,Coal and manufactured gases,12569.32
496,Germany,2022-05,Coal and manufactured gases,11876.289
497,Denmark,2017-01,Coal and manufactured gases,948.169
498,Denmark,2017-02,Coal and manufactured gases,882.385
499,Denmark,2017-03,Coal and manufactured gases,863.361
500,Denmark,2017-04,Coal and manufactured gases,540.879
501,Denmark,2017-05,Coal and manufactured gases,413.216
