,country,time-period,energy-balance,value(GWH)
22716,Georgia,2018-02,Imports from EU,0.0
22717,Georgia,2018-03,Imports from EU,0.0
22718,Georgia,2018-04,Imports from EU,0.0
22719,Georgia,2018-05,Imports from EU,0.0
22720,Georgia,2018-06,Imports from EU,0.0
22721,Georgia,2018-07,Imports from EU,0.0
22722,Georgia,2018-08,Imports from EU,0.0
22723,Georgia,2018-09,Imports from EU,0.0
22724,Georgia,2018-10,Imports from EU,0.0
22725,Georgia,2018-11,Imports from EU,0.0
22726,Georgia,2018-12,Imports from EU,0.0
22727,Georgia,2019-01,Imports from EU,0.0
22728,Georgia,2019-02,Imports from EU,0.0
22729,Georgia,2019-03,Imports from EU,0.0
22730,Georgia,2019-04,Imports from EU,0.0
22731,Georgia,2019-05,Imports from EU,0.0
22732,Georgia,2019-06,Imports from EU,0.0
22733,Georgia,2019-07,Imports from EU,0.0
22734,Georgia,2019-08,Imports from EU,0.0
22735,Georgia,2019-09,Imports from EU,0.0
22736,Georgia,2019-10,Imports from EU,0.0
22737,Georgia,2019-11,Imports from EU,0.0
22738,Georgia,2019-12,Imports from EU,0.0
22739,Georgia,2020-01,Imports from EU,0.0
22740,Georgia,2020-02,Imports from EU,0.0
22741,Georgia,2020-03,Imports from EU,0.0
22742,Georgia,2020-04,Imports from EU,0.0
22743,Georgia,2020-05,Imports from EU,0.0
22744,Georgia,2020-06,Imports from EU,0.0
22745,Georgia,2020-07,Imports from EU,0.0
22746,Georgia,2020-08,Imports from EU,0.0
22747,Georgia,2020-09,Imports from EU,0.0
22748,Georgia,2020-10,Imports from EU,0.0
22749,Georgia,2020-11,Imports from EU,0.0
22750,Georgia,2020-12,Imports from EU,0.0
22751,Georgia,2021-01,Imports from EU,0.0
22752,Georgia,2021-02,Imports from EU,0.0
22753,Georgia,2021-03,Imports from EU,0.0
22754,Georgia,2021-04,Imports from EU,0.0
22755,Georgia,2021-05,Imports from EU,0.0
22756,Georgia,2021-06,Imports from EU,0.0
22757,Georgia,2021-07,Imports from EU,0.0
22758,Georgia,2021-08,Imports from EU,0.0
22759,Georgia,2021-09,Imports from EU,0.0
22760,Georgia,2021-10,Imports from EU,0.0
22761,Georgia,2021-11,Imports from EU,0.0
22762,Georgia,2021-12,Imports from EU,0.0
22763,Georgia,2022-01,Imports from EU,0.0
22764,Georgia,2022-02,Imports from EU,0.0
22765,Georgia,2022-03,Imports from EU,0.0
22766,Georgia,2022-04,Imports from EU,0.0
22767,Croatia,2017-01,Imports from EU,874.359
22768,Croatia,2017-02,Imports from EU,415.407
22769,Croatia,2017-03,Imports from EU,589.847
22770,Croatia,2017-04,Imports from EU,834.921
22771,Croatia,2017-05,Imports from EU,889.1
22772,Croatia,2017-06,Imports from EU,743.089
22773,Croatia,2017-07,Imports from EU,799.614
22774,Croatia,2017-08,Imports from EU,792.547
22775,Croatia,2017-09,Imports from EU,697.159
22776,Croatia,2017-10,Imports from EU,685.99
22777,Croatia,2017-11,Imports from EU,553.121
22778,Croatia,2017-12,Imports from EU,542.23
22779,Croatia,2018-01,Imports from EU,398.133
22780,Croatia,2018-02,Imports from EU,144.469
22781,Croatia,2018-03,Imports from EU,81.653
22782,Croatia,2018-04,Imports from EU,142.941
22783,Croatia,2018-05,Imports from EU,420.942
22784,Croatia,2018-06,Imports from EU,386.293
22785,Croatia,2018-07,Imports from EU,474.398
22786,Croatia,2018-08,Imports from EU,461.361
22787,Croatia,2018-09,Imports from EU,523.137
22788,Croatia,2018-10,Imports from EU,592.484
22789,Croatia,2018-11,Imports from EU,494.121
22790,Croatia,2018-12,Imports from EU,810.643
22791,Croatia,2019-01,Imports from EU,897.926
22792,Croatia,2019-02,Imports from EU,417.216
22793,Croatia,2019-03,Imports from EU,573.489
22794,Croatia,2019-04,Imports from EU,839.711
22795,Croatia,2019-05,Imports from EU,668.501
22796,Croatia,2019-06,Imports from EU,626.423
22797,Croatia,2019-07,Imports from EU,859.117
22798,Croatia,2019-08,Imports from EU,847.123
22799,Croatia,2019-09,Imports from EU,897.846
22800,Croatia,2019-10,Imports from EU,784.257
22801,Croatia,2019-11,Imports from EU,333.927
22802,Croatia,2019-12,Imports from EU,472.783
22803,Croatia,2020-01,Imports from EU,748.761
22804,Croatia,2020-02,Imports from EU,724.661
22805,Croatia,2020-03,Imports from EU,601.311
22806,Croatia,2020-04,Imports from EU,645.163
22807,Croatia,2020-05,Imports from EU,671.66
22808,Croatia,2020-06,Imports from EU,702.815
22809,Croatia,2020-07,Imports from EU,887.483
22810,Croatia,2020-08,Imports from EU,725.684
22811,Croatia,2020-09,Imports from EU,578.114
22812,Croatia,2020-10,Imports from EU,713.623
22813,Croatia,2020-11,Imports from EU,732.473
22814,Croatia,2020-12,Imports from EU,474.873
22815,Croatia,2021-01,Imports from EU,79.218
22816,Croatia,2021-02,Imports from EU,75.689
22817,Croatia,2021-03,Imports from EU,304.561
22818,Croatia,2021-04,Imports from EU,469.122
22819,Croatia,2021-05,Imports from EU,446.641
22820,Croatia,2021-06,Imports from EU,621.301
22821,Croatia,2021-07,Imports from EU,621.301
22822,Croatia,2021-08,Imports from EU,892.799
22823,Croatia,2021-09,Imports from EU,590.075
22824,Croatia,2021-10,Imports from EU,724.598
22825,Croatia,2021-11,Imports from EU,469.73
22826,Croatia,2021-12,Imports from EU,368.18
22827,Croatia,2022-01,Imports from EU,580.758
22828,Croatia,2022-02,Imports from EU,641.578
22829,Croatia,2022-03,Imports from EU,596.802
22830,Croatia,2022-04,Imports from EU,543.292
22831,Croatia,2022-05,Imports from EU,773.251
22832,Hungary,2017-01,Imports from EU,1351.004
22833,Hungary,2017-02,Imports from EU,1299.319
22834,Hungary,2017-03,Imports from EU,1251.332
22835,Hungary,2017-04,Imports from EU,1278.018
22836,Hungary,2017-05,Imports from EU,1433.495
22837,Hungary,2017-06,Imports from EU,1156.678
22838,Hungary,2017-07,Imports from EU,1209.477
22839,Hungary,2017-08,Imports from EU,1268.697
22840,Hungary,2017-09,Imports from EU,1176.941
22841,Hungary,2017-10,Imports from EU,1196.562
22842,Hungary,2017-11,Imports from EU,1252.143
22843,Hungary,2017-12,Imports from EU,1059.945
22844,Hungary,2018-01,Imports from EU,1117.102
22845,Hungary,2018-02,Imports from EU,806.041
22846,Hungary,2018-03,Imports from EU,1059.308
22847,Hungary,2018-04,Imports from EU,693.793
22848,Hungary,2018-05,Imports from EU,1240.156
22849,Hungary,2018-06,Imports from EU,1181.738
22850,Hungary,2018-07,Imports from EU,866.018
22851,Hungary,2018-08,Imports from EU,1055.691
22852,Hungary,2018-09,Imports from EU,862.616
22853,Hungary,2018-10,Imports from EU,986.436
22854,Hungary,2018-11,Imports from EU,1014.165
22855,Hungary,2018-12,Imports from EU,1449.454
22856,Hungary,2019-01,Imports from EU,1566.928
22857,Hungary,2019-02,Imports from EU,1229.178
22858,Hungary,2019-03,Imports from EU,1358.182
22859,Hungary,2019-04,Imports from EU,1288.321
22860,Hungary,2019-05,Imports from EU,1391.221
22861,Hungary,2019-06,Imports from EU,1157.699
22862,Hungary,2019-07,Imports from EU,1036.943
22863,Hungary,2019-08,Imports from EU,1292.983
22864,Hungary,2019-09,Imports from EU,1391.708
22865,Hungary,2019-10,Imports from EU,1384.615
22866,Hungary,2019-11,Imports from EU,957.589
22867,Hungary,2019-12,Imports from EU,1288.212
22868,Hungary,2020-01,Imports from EU,1728.006
22869,Hungary,2020-02,Imports from EU,1643.55
22870,Hungary,2020-03,Imports from EU,1283.898
22871,Hungary,2020-04,Imports from EU,1071.529
22872,Hungary,2020-05,Imports from EU,1386.321
22873,Hungary,2020-06,Imports from EU,1342.929
22874,Hungary,2020-07,Imports from EU,1337.432
22875,Hungary,2020-08,Imports from EU,1299.061
22876,Hungary,2020-09,Imports from EU,960.92
22877,Hungary,2020-10,Imports from EU,1217.783
22878,Hungary,2020-11,Imports from EU,1454.069
22879,Hungary,2020-12,Imports from EU,1458.516
22880,Hungary,2021-01,Imports from EU,1065.439
22881,Hungary,2021-02,Imports from EU,1071.594
22882,Hungary,2021-03,Imports from EU,977.757
22883,Hungary,2021-04,Imports from EU,1108.105
22884,Hungary,2021-05,Imports from EU,1061.021
22885,Hungary,2021-06,Imports from EU,1028.863
22886,Hungary,2021-07,Imports from EU,1422.948
22887,Hungary,2021-08,Imports from EU,1385.555
22888,Hungary,2021-09,Imports from EU,1235.277
22889,Hungary,2021-10,Imports from EU,1714.816
22890,Hungary,2021-11,Imports from EU,1697.803
22891,Hungary,2021-12,Imports from EU,1510.626
22892,Hungary,2022-01,Imports from EU,1632.825
22893,Hungary,2022-02,Imports from EU,1763.888
22894,Hungary,2022-03,Imports from EU,1468.536
22895,Hungary,2022-04,Imports from EU,1237.525
22896,Hungary,2022-05,Imports from EU,1476.218
22897,Ireland,2017-01,Imports from EU,55.121
22898,Ireland,2017-02,Imports from EU,70.734
22899,Ireland,2017-03,Imports from EU,86.739
22900,Ireland,2017-04,Imports from EU,87.684
22901,Ireland,2017-05,Imports from EU,44.703
22902,Ireland,2017-06,Imports from EU,88.328
22903,Ireland,2017-07,Imports from EU,82.433
22904,Ireland,2017-08,Imports from EU,89.261
22905,Ireland,2017-09,Imports from EU,58.957
22906,Ireland,2017-10,Imports from EU,145.53
22907,Ireland,2017-11,Imports from EU,168.781
22908,Ireland,2017-12,Imports from EU,138.137
22909,Ireland,2018-01,Imports from EU,139.055
22910,Ireland,2018-02,Imports from EU,156.009
22911,Ireland,2018-03,Imports from EU,87.745
22912,Ireland,2018-04,Imports from EU,112.653
22913,Ireland,2018-05,Imports from EU,94.322
22914,Ireland,2018-06,Imports from EU,111.685
22915,Ireland,2018-07,Imports from EU,93.12
22916,Ireland,2018-08,Imports from EU,117.382
22917,Ireland,2018-09,Imports from EU,174.238
22918,Ireland,2018-10,Imports from EU,191.323
22919,Ireland,2018-11,Imports from EU,126.467
22920,Ireland,2018-12,Imports from EU,217.52
22921,Ireland,2019-01,Imports from EU,266.896
22922,Ireland,2019-02,Imports from EU,134.57
22923,Ireland,2019-03,Imports from EU,201.635
22924,Ireland,2019-04,Imports from EU,181.381
22925,Ireland,2019-05,Imports from EU,130.379
22926,Ireland,2019-06,Imports from EU,102.839
22927,Ireland,2019-07,Imports from EU,231.026
22928,Ireland,2019-08,Imports from EU,127.178
22929,Ireland,2019-09,Imports from EU,198.355
22930,Ireland,2019-10,Imports from EU,170.392
22931,Ireland,2019-11,Imports from EU,154.616
22932,Ireland,2019-12,Imports from EU,198.218
22933,Ireland,2020-01,Imports from EU,210.258
22934,Ireland,2020-02,Imports from EU,128.569
22935,Ireland,2020-03,Imports from EU,184.706
22936,Ireland,2020-04,Imports from EU,216.733
22937,Ireland,2020-05,Imports from EU,112.691
22938,Ireland,2020-06,Imports from EU,103.673
22939,Ireland,2020-07,Imports from EU,106.636
22940,Ireland,2020-08,Imports from EU,89.357
22941,Ireland,2020-09,Imports from EU,139.56
22942,Ireland,2020-10,Imports from EU,177.45
22943,Ireland,2020-11,Imports from EU,147.157
22944,Ireland,2020-12,Imports from EU,144.322
22945,Ireland,2021-01,Imports from EU,112.696
22946,Ireland,2021-02,Imports from EU,130.925
22947,Ireland,2021-03,Imports from EU,234.242
22948,Ireland,2021-04,Imports from EU,230.205
22949,Ireland,2021-05,Imports from EU,348.423
22950,Ireland,2021-06,Imports from EU,208.117
22951,Ireland,2021-07,Imports from EU,416.466
22952,Ireland,2021-08,Imports from EU,203.552
22953,Ireland,2021-09,Imports from EU,196.577
22954,Ireland,2021-10,Imports from EU,174.18
22955,Ireland,2021-11,Imports from EU,124.748
22956,Ireland,2021-12,Imports from EU,66.468
22957,Ireland,2022-01,Imports from EU,95.932
22958,Ireland,2022-02,Imports from EU,103.922
22959,Ireland,2022-03,Imports from EU,149.815
22960,Ireland,2022-04,Imports from EU,131.117
22961,Ireland,2022-05,Imports from EU,129.876
22962,Ireland,2022-06,Imports from EU,149.003
22963,Iceland,2017-01,Imports from EU,0.0
22964,Iceland,2017-02,Imports from EU,0.0
22965,Iceland,2017-03,Imports from EU,0.0
22966,Iceland,2017-04,Imports from EU,0.0
22967,Iceland,2017-05,Imports from EU,0.0
22968,Iceland,2017-06,Imports from EU,0.0
22969,Iceland,2017-07,Imports from EU,0.0
22970,Iceland,2017-08,Imports from EU,0.0
22971,Iceland,2017-09,Imports from EU,0.0
22972,Iceland,2017-10,Imports from EU,0.0
22973,Iceland,2017-11,Imports from EU,0.0
22974,Iceland,2017-12,Imports from EU,0.0
22975,Iceland,2018-01,Imports from EU,0.0
22976,Iceland,2018-02,Imports from EU,0.0
22977,Iceland,2018-03,Imports from EU,0.0
22978,Iceland,2018-04,Imports from EU,0.0
22979,Iceland,2018-05,Imports from EU,0.0
22980,Iceland,2018-06,Imports from EU,0.0
22981,Iceland,2018-07,Imports from EU,0.0
22982,Iceland,2018-08,Imports from EU,0.0
22983,Iceland,2018-09,Imports from EU,0.0
22984,Iceland,2018-10,Imports from EU,0.0
22985,Iceland,2018-11,Imports from EU,0.0
22986,Iceland,2018-12,Imports from EU,0.0
22987,Iceland,2019-01,Imports from EU,0.0
22988,Iceland,2019-02,Imports from EU,0.0
22989,Iceland,2019-03,Imports from EU,0.0
22990,Iceland,2019-04,Imports from EU,0.0
22991,Iceland,2019-05,Imports from EU,0.0
22992,Iceland,2019-06,Imports from EU,0.0
22993,Iceland,2019-07,Imports from EU,0.0
22994,Iceland,2019-08,Imports from EU,0.0
22995,Iceland,2019-09,Imports from EU,0.0
22996,Iceland,2019-10,Imports from EU,0.0
22997,Iceland,2019-11,Imports from EU,0.0
22998,Iceland,2019-12,Imports from EU,0.0
22999,Iceland,2020-01,Imports from EU,0.0
23000,Iceland,2020-02,Imports from EU,0.0
23001,Iceland,2020-03,Imports from EU,0.0
23002,Iceland,2020-04,Imports from EU,0.0
23003,Iceland,2020-05,Imports from EU,0.0
23004,Iceland,2020-06,Imports from EU,0.0
23005,Iceland,2020-07,Imports from EU,0.0
23006,Iceland,2020-08,Imports from EU,0.0
23007,Iceland,2020-09,Imports from EU,0.0
23008,Iceland,2020-10,Imports from EU,0.0
23009,Iceland,2020-11,Imports from EU,0.0
23010,Iceland,2020-12,Imports from EU,0.0
23011,Iceland,2021-01,Imports from EU,0.0
23012,Iceland,2021-02,Imports from EU,0.0
23013,Iceland,2021-03,Imports from EU,0.0
23014,Iceland,2021-04,Imports from EU,0.0
23015,Iceland,2021-05,Imports from EU,0.0
23016,Iceland,2021-06,Imports from EU,0.0
23017,Iceland,2021-07,Imports from EU,0.0
23018,Iceland,2021-08,Imports from EU,0.0
23019,Iceland,2021-09,Imports from EU,0.0
23020,Iceland,2021-10,Imports from EU,0.0
23021,Iceland,2021-11,Imports from EU,0.0
23022,Iceland,2021-12,Imports from EU,0.0
23023,Iceland,2022-01,Imports from EU,0.0
23024,Iceland,2022-02,Imports from EU,0.0
23025,Iceland,2022-03,Imports from EU,0.0
23026,Iceland,2022-04,Imports from EU,0.0
23027,Iceland,2022-05,Imports from EU,0.0
23028,Italy,2018-01,Imports from EU,2507.0
23029,Italy,2018-02,Imports from EU,2195.0
23030,Italy,2018-03,Imports from EU,2655.0
23031,Italy,2018-04,Imports from EU,2246.0
23032,Italy,2018-05,Imports from EU,2162.0
23033,Italy,2018-06,Imports from EU,2009.0
23034,Italy,2018-07,Imports from EU,2359.0
23035,Italy,2018-08,Imports from EU,1561.0
23036,Italy,2018-09,Imports from EU,1852.0
23037,Italy,2018-10,Imports from EU,1841.0
23038,Italy,2018-11,Imports from EU,1342.0
23039,Italy,2018-12,Imports from EU,1910.0
23040,Italy,2019-01,Imports from EU,1488.0
23041,Italy,2019-02,Imports from EU,2135.0
23042,Italy,2019-03,Imports from EU,2174.0
23043,Italy,2019-04,Imports from EU,1690.0
23044,Italy,2019-05,Imports from EU,2131.0
23045,Italy,2019-06,Imports from EU,2060.0
23046,Italy,2019-07,Imports from EU,2114.0
23047,Italy,2019-08,Imports from EU,1203.0
23048,Italy,2019-09,Imports from EU,1512.0
23049,Italy,2019-10,Imports from EU,1689.0
23050,Italy,2019-11,Imports from EU,1643.0
23051,Italy,2019-12,Imports from EU,1839.0
23052,Italy,2020-01,Imports from EU,1813.0
23053,Italy,2020-02,Imports from EU,2158.0
23054,Italy,2020-03,Imports from EU,2412.0
23055,Italy,2020-04,Imports from EU,1151.0
23056,Italy,2020-05,Imports from EU,1477.0
23057,Italy,2020-06,Imports from EU,870.0
23058,Italy,2020-07,Imports from EU,1748.0
23059,Italy,2020-08,Imports from EU,1214.0
23060,Italy,2020-09,Imports from EU,1468.0
23061,Italy,2020-10,Imports from EU,2255.0
23062,Italy,2020-11,Imports from EU,2330.0
23063,Italy,2020-12,Imports from EU,1938.0
23064,Italy,2021-01,Imports from EU,2249.0
23065,Italy,2021-02,Imports from EU,2639.0
23066,Italy,2021-03,Imports from EU,2454.0
23067,Italy,2021-04,Imports from EU,1945.0
23068,Italy,2021-05,Imports from EU,2581.0
23069,Italy,2021-06,Imports from EU,2127.0
23070,Italy,2021-07,Imports from EU,2375.0
23071,Italy,2021-08,Imports from EU,1945.0
23072,Italy,2021-09,Imports from EU,2674.0
23073,Italy,2021-10,Imports from EU,2798.0
23074,Italy,2021-11,Imports from EU,1563.0
23075,Italy,2021-12,Imports from EU,1751.0
23076,Italy,2022-01,Imports from EU,1780.0
23077,Italy,2022-02,Imports from EU,2071.0
23078,Italy,2022-03,Imports from EU,1996.0
23079,Italy,2022-04,Imports from EU,2298.0
23080,Italy,2022-05,Imports from EU,2925.0
23081,Lithuania,2017-01,Imports from EU,599.445
23082,Lithuania,2017-02,Imports from EU,510.28
23083,Lithuania,2017-03,Imports from EU,612.414
23084,Lithuania,2017-04,Imports from EU,657.673
23085,Lithuania,2017-05,Imports from EU,678.468
23086,Lithuania,2017-06,Imports from EU,489.598
23087,Lithuania,2017-07,Imports from EU,576.09
23088,Lithuania,2017-08,Imports from EU,686.925
23089,Lithuania,2017-09,Imports from EU,596.954
23090,Lithuania,2017-10,Imports from EU,750.232
23091,Lithuania,2017-11,Imports from EU,623.704
23092,Lithuania,2017-12,Imports from EU,707.516
23093,Lithuania,2018-01,Imports from EU,785.587
23094,Lithuania,2018-02,Imports from EU,718.224
23095,Lithuania,2018-03,Imports from EU,737.777
23096,Lithuania,2018-04,Imports from EU,749.535
23097,Lithuania,2018-05,Imports from EU,742.591
23098,Lithuania,2018-06,Imports from EU,655.408
23099,Lithuania,2018-07,Imports from EU,705.274
23100,Lithuania,2018-08,Imports from EU,575.245
23101,Lithuania,2018-09,Imports from EU,304.823
23102,Lithuania,2018-10,Imports from EU,498.635
23103,Lithuania,2018-11,Imports from EU,647.794
23104,Lithuania,2018-12,Imports from EU,689.316
23105,Lithuania,2019-01,Imports from EU,684.242
23106,Lithuania,2019-02,Imports from EU,500.277
23107,Lithuania,2019-03,Imports from EU,541.018
23108,Lithuania,2019-04,Imports from EU,603.276
23109,Lithuania,2019-05,Imports from EU,546.559
23110,Lithuania,2019-06,Imports from EU,839.571
23111,Lithuania,2019-07,Imports from EU,782.928
23112,Lithuania,2019-08,Imports from EU,748.4
