,country,time-period,energy-balance,value(GWH)
14565,France,2017-12,Exports to EU,3045.591
14566,France,2018-01,Exports to EU,6867.339
14567,France,2018-02,Exports to EU,4596.796
14568,France,2018-03,Exports to EU,4475.246
14569,France,2018-04,Exports to EU,5782.11
14570,France,2018-05,Exports to EU,8008.92
14571,France,2018-06,Exports to EU,7361.139
14572,France,2018-07,Exports to EU,6623.682
14573,France,2018-08,Exports to EU,5079.873
14574,France,2018-09,Exports to EU,5614.268
14575,France,2018-10,Exports to EU,4710.261
14576,France,2018-11,Exports to EU,3431.673
14577,France,2018-12,Exports to EU,5724.485
14578,France,2019-01,Exports to EU,3493.748
14579,France,2019-02,Exports to EU,5735.033
14580,France,2019-03,Exports to EU,6581.939
14581,France,2019-04,Exports to EU,4847.446
14582,France,2019-05,Exports to EU,6835.814
14583,France,2019-06,Exports to EU,6718.761
14584,France,2019-07,Exports to EU,6020.068
14585,France,2019-08,Exports to EU,5856.591
14586,France,2019-09,Exports to EU,5176.862
14587,France,2019-10,Exports to EU,4716.471
14588,France,2019-11,Exports to EU,3571.938
14589,France,2019-12,Exports to EU,4810.59
14590,France,2020-01,Exports to EU,5177.401
14591,France,2020-02,Exports to EU,4927.335
14592,France,2020-03,Exports to EU,4649.309
14593,France,2020-04,Exports to EU,4622.03
14594,France,2020-05,Exports to EU,5220.837
14595,France,2020-06,Exports to EU,3476.681
14596,France,2020-07,Exports to EU,2866.937
14597,France,2020-08,Exports to EU,2635.738
14598,France,2020-09,Exports to EU,1684.713
14599,France,2020-10,Exports to EU,2960.031
14600,France,2020-11,Exports to EU,4153.95
14601,France,2020-12,Exports to EU,2945.708
14602,France,2021-01,Exports to EU,3009.841
14603,France,2021-02,Exports to EU,3173.19
14604,France,2021-03,Exports to EU,2919.352
14605,France,2021-04,Exports to EU,2320.299
14606,France,2021-05,Exports to EU,4463.529
14607,France,2021-06,Exports to EU,5110.262
14608,France,2021-07,Exports to EU,5518.393
14609,France,2021-08,Exports to EU,5584.05
14610,France,2021-09,Exports to EU,4506.863
14611,France,2021-10,Exports to EU,3553.732
14612,France,2021-11,Exports to EU,1602.671
14613,France,2021-12,Exports to EU,1292.049
14614,France,2022-01,Exports to EU,1770.086
14615,France,2022-02,Exports to EU,2789.573
14616,France,2022-03,Exports to EU,1768.672
14617,France,2022-04,Exports to EU,1897.905
14618,France,2022-05,Exports to EU,2957.64
14619,France,2022-06,Exports to EU,2269.682
14620,Georgia,2018-01,Exports to EU,0.0
14621,Georgia,2018-02,Exports to EU,0.0
14622,Georgia,2018-03,Exports to EU,0.0
14623,Georgia,2018-04,Exports to EU,0.0
14624,Georgia,2018-05,Exports to EU,0.0
14625,Georgia,2018-06,Exports to EU,0.0
14626,Georgia,2018-07,Exports to EU,0.0
14627,Georgia,2018-08,Exports to EU,0.0
14628,Georgia,2018-09,Exports to EU,0.0
14629,Georgia,2018-10,Exports to EU,0.0
14630,Georgia,2018-11,Exports to EU,0.0
14631,Georgia,2018-12,Exports to EU,0.0
14632,Georgia,2019-01,Exports to EU,0.0
14633,Georgia,2019-02,Exports to EU,0.0
14634,Georgia,2019-03,Exports to EU,0.0
14635,Georgia,2019-04,Exports to EU,0.0
14636,Georgia,2019-05,Exports to EU,0.0
14637,Georgia,2019-06,Exports to EU,0.0
14638,Georgia,2019-07,Exports to EU,0.0
14639,Georgia,2019-08,Exports to EU,0.0
14640,Georgia,2019-09,Exports to EU,0.0
14641,Georgia,2019-10,Exports to EU,0.0
14642,Georgia,2019-11,Exports to EU,0.0
14643,Georgia,2019-12,Exports to EU,0.0
14644,Georgia,2020-01,Exports to EU,0.0
14645,Georgia,2020-02,Exports to EU,0.0
14646,Georgia,2020-03,Exports to EU,0.0
14647,Georgia,2020-04,Exports to EU,0.0
14648,Georgia,2020-05,Exports to EU,0.0
14649,Georgia,2020-06,Exports to EU,0.0
14650,Georgia,2020-07,Exports to EU,0.0
14651,Georgia,2020-08,Exports to EU,0.0
14652,Georgia,2020-09,Exports to EU,0.0
14653,Georgia,2020-10,Exports to EU,0.0
14654,Georgia,2020-11,Exports to EU,0.0
14655,Georgia,2020-12,Exports to EU,0.0
14656,Georgia,2021-01,Exports to EU,0.0
14657,Georgia,2021-02,Exports to EU,0.0
14658,Georgia,2021-03,Exports to EU,0.0
14659,Georgia,2021-04,Exports to EU,0.0
14660,Georgia,2021-05,Exports to EU,0.0
14661,Georgia,2021-06,Exports to EU,0.0
14662,Georgia,2021-07,Exports to EU,0.0
14663,Georgia,2021-08,Exports to EU,0.0
14664,Georgia,2021-09,Exports to EU,0.0
14665,Georgia,2021-10,Exports to EU,0.0
14666,Georgia,2021-11,Exports to EU,0.0
14667,Georgia,2021-12,Exports to EU,0.0
14668,Georgia,2022-01,Exports to EU,0.0
14669,Georgia,2022-02,Exports to EU,0.0
14670,Georgia,2022-03,Exports to EU,0.0
14671,Georgia,2022-04,Exports to EU,0.0
14672,Croatia,2017-01,Exports to EU,237.302
14673,Croatia,2017-02,Exports to EU,388.759
14674,Croatia,2017-03,Exports to EU,443.712
14675,Croatia,2017-04,Exports to EU,267.286
14676,Croatia,2017-05,Exports to EU,199.837
14677,Croatia,2017-06,Exports to EU,188.897
14678,Croatia,2017-07,Exports to EU,106.548
14679,Croatia,2017-08,Exports to EU,111.186
14680,Croatia,2017-09,Exports to EU,171.977
14681,Croatia,2017-10,Exports to EU,240.142
14682,Croatia,2017-11,Exports to EU,247.158
14683,Croatia,2017-12,Exports to EU,429.4
14684,Croatia,2018-01,Exports to EU,502.66
14685,Croatia,2018-02,Exports to EU,709.286
14686,Croatia,2018-03,Exports to EU,1054.839
14687,Croatia,2018-04,Exports to EU,712.272
14688,Croatia,2018-05,Exports to EU,338.248
14689,Croatia,2018-06,Exports to EU,374.366
14690,Croatia,2018-07,Exports to EU,368.452
14691,Croatia,2018-08,Exports to EU,274.676
14692,Croatia,2018-09,Exports to EU,253.076
14693,Croatia,2018-10,Exports to EU,328.165
14694,Croatia,2018-11,Exports to EU,286.637
14695,Croatia,2018-12,Exports to EU,295.956
14696,Croatia,2019-01,Exports to EU,529.579
14697,Croatia,2019-02,Exports to EU,387.388
14698,Croatia,2019-03,Exports to EU,375.906
14699,Croatia,2019-04,Exports to EU,250.605
14700,Croatia,2019-05,Exports to EU,288.708
14701,Croatia,2019-06,Exports to EU,212.003
14702,Croatia,2019-07,Exports to EU,125.144
14703,Croatia,2019-08,Exports to EU,92.02
14704,Croatia,2019-09,Exports to EU,72.588
14705,Croatia,2019-10,Exports to EU,159.762
14706,Croatia,2019-11,Exports to EU,449.341
14707,Croatia,2019-12,Exports to EU,391.188
14708,Croatia,2020-01,Exports to EU,150.302
14709,Croatia,2020-02,Exports to EU,162.803
14710,Croatia,2020-03,Exports to EU,291.044
14711,Croatia,2020-04,Exports to EU,55.023
14712,Croatia,2020-05,Exports to EU,93.946
14713,Croatia,2020-06,Exports to EU,141.869
14714,Croatia,2020-07,Exports to EU,141.872
14715,Croatia,2020-08,Exports to EU,162.712
14716,Croatia,2020-09,Exports to EU,225.863
14717,Croatia,2020-10,Exports to EU,271.979
14718,Croatia,2020-11,Exports to EU,197.452
14719,Croatia,2020-12,Exports to EU,400.889
14720,Croatia,2021-01,Exports to EU,961.884
14721,Croatia,2021-02,Exports to EU,841.96
14722,Croatia,2021-03,Exports to EU,208.567
14723,Croatia,2021-04,Exports to EU,369.158
14724,Croatia,2021-05,Exports to EU,374.236
14725,Croatia,2021-06,Exports to EU,171.002
14726,Croatia,2021-07,Exports to EU,171.002
14727,Croatia,2021-08,Exports to EU,109.562
14728,Croatia,2021-09,Exports to EU,306.22
14729,Croatia,2021-10,Exports to EU,295.286
14730,Croatia,2021-11,Exports to EU,359.591
14731,Croatia,2021-12,Exports to EU,678.81
14732,Croatia,2022-01,Exports to EU,445.623
14733,Croatia,2022-02,Exports to EU,315.066
14734,Croatia,2022-03,Exports to EU,412.716
14735,Croatia,2022-04,Exports to EU,386.699
14736,Croatia,2022-05,Exports to EU,303.684
14737,Hungary,2017-01,Exports to EU,682.438
14738,Hungary,2017-02,Exports to EU,352.654
14739,Hungary,2017-03,Exports to EU,470.142
14740,Hungary,2017-04,Exports to EU,615.92
14741,Hungary,2017-05,Exports to EU,556.102
14742,Hungary,2017-06,Exports to EU,473.995
14743,Hungary,2017-07,Exports to EU,537.105
14744,Hungary,2017-08,Exports to EU,400.21
14745,Hungary,2017-09,Exports to EU,476.171
14746,Hungary,2017-10,Exports to EU,478.045
14747,Hungary,2017-11,Exports to EU,410.267
14748,Hungary,2017-12,Exports to EU,478.897
14749,Hungary,2018-01,Exports to EU,355.546
14750,Hungary,2018-02,Exports to EU,211.772
14751,Hungary,2018-03,Exports to EU,197.702
14752,Hungary,2018-04,Exports to EU,222.957
14753,Hungary,2018-05,Exports to EU,152.463
14754,Hungary,2018-06,Exports to EU,155.357
14755,Hungary,2018-07,Exports to EU,453.017
14756,Hungary,2018-08,Exports to EU,327.969
14757,Hungary,2018-09,Exports to EU,401.506
14758,Hungary,2018-10,Exports to EU,486.194
14759,Hungary,2018-11,Exports to EU,318.325
14760,Hungary,2018-12,Exports to EU,706.229
14761,Hungary,2019-01,Exports to EU,847.652
14762,Hungary,2019-02,Exports to EU,350.181
14763,Hungary,2019-03,Exports to EU,467.495
14764,Hungary,2019-04,Exports to EU,600.134
14765,Hungary,2019-05,Exports to EU,360.329
14766,Hungary,2019-06,Exports to EU,206.574
14767,Hungary,2019-07,Exports to EU,485.175
14768,Hungary,2019-08,Exports to EU,572.635
14769,Hungary,2019-09,Exports to EU,761.058
14770,Hungary,2019-10,Exports to EU,866.554
14771,Hungary,2019-11,Exports to EU,317.205
14772,Hungary,2019-12,Exports to EU,454.135
14773,Hungary,2020-01,Exports to EU,634.404
14774,Hungary,2020-02,Exports to EU,639.55
14775,Hungary,2020-03,Exports to EU,453.709
14776,Hungary,2020-04,Exports to EU,324.17
14777,Hungary,2020-05,Exports to EU,397.186
14778,Hungary,2020-06,Exports to EU,321.674
14779,Hungary,2020-07,Exports to EU,482.304
14780,Hungary,2020-08,Exports to EU,332.388
14781,Hungary,2020-09,Exports to EU,441.071
14782,Hungary,2020-10,Exports to EU,539.816
14783,Hungary,2020-11,Exports to EU,518.693
14784,Hungary,2020-12,Exports to EU,462.66
14785,Hungary,2021-01,Exports to EU,352.786
14786,Hungary,2021-02,Exports to EU,232.152
14787,Hungary,2021-03,Exports to EU,365.566
14788,Hungary,2021-04,Exports to EU,552.543
14789,Hungary,2021-05,Exports to EU,302.68
14790,Hungary,2021-06,Exports to EU,377.677
14791,Hungary,2021-07,Exports to EU,564.436
14792,Hungary,2021-08,Exports to EU,629.119
14793,Hungary,2021-09,Exports to EU,666.59
14794,Hungary,2021-10,Exports to EU,746.218
14795,Hungary,2021-11,Exports to EU,504.052
14796,Hungary,2021-12,Exports to EU,475.552
14797,Hungary,2022-01,Exports to EU,594.617
14798,Hungary,2022-02,Exports to EU,637.722
14799,Hungary,2022-03,Exports to EU,697.227
14800,Hungary,2022-04,Exports to EU,561.323
14801,Hungary,2022-05,Exports to EU,625.44
14802,Ireland,2017-01,Exports to EU,188.371
14803,Ireland,2017-02,Exports to EU,152.922
14804,Ireland,2017-03,Exports to EU,119.351
14805,Ireland,2017-04,Exports to EU,82.707
14806,Ireland,2017-05,Exports to EU,38.932
14807,Ireland,2017-06,Exports to EU,162.331
14808,Ireland,2017-07,Exports to EU,209.796
14809,Ireland,2017-08,Exports to EU,172.844
14810,Ireland,2017-09,Exports to EU,216.458
14811,Ireland,2017-10,Exports to EU,149.012
14812,Ireland,2017-11,Exports to EU,138.082
14813,Ireland,2017-12,Exports to EU,164.105
14814,Ireland,2018-01,Exports to EU,173.688
14815,Ireland,2018-02,Exports to EU,135.87
14816,Ireland,2018-03,Exports to EU,36.532
14817,Ireland,2018-04,Exports to EU,124.964
14818,Ireland,2018-05,Exports to EU,139.513
14819,Ireland,2018-06,Exports to EU,222.69
14820,Ireland,2018-07,Exports to EU,190.458
14821,Ireland,2018-08,Exports to EU,157.654
14822,Ireland,2018-09,Exports to EU,115.038
14823,Ireland,2018-10,Exports to EU,102.2
14824,Ireland,2018-11,Exports to EU,147.308
14825,Ireland,2018-12,Exports to EU,103.334
14826,Ireland,2019-01,Exports to EU,87.571
14827,Ireland,2019-02,Exports to EU,142.335
14828,Ireland,2019-03,Exports to EU,151.977
14829,Ireland,2019-04,Exports to EU,132.04
14830,Ireland,2019-05,Exports to EU,106.274
14831,Ireland,2019-06,Exports to EU,160.781
14832,Ireland,2019-07,Exports to EU,72.353
14833,Ireland,2019-08,Exports to EU,43.028
14834,Ireland,2019-09,Exports to EU,106.559
14835,Ireland,2019-10,Exports to EU,157.051
14836,Ireland,2019-11,Exports to EU,154.201
14837,Ireland,2019-12,Exports to EU,167.293
14838,Ireland,2020-01,Exports to EU,129.42
14839,Ireland,2020-02,Exports to EU,225.377
14840,Ireland,2020-03,Exports to EU,137.774
14841,Ireland,2020-04,Exports to EU,76.52
14842,Ireland,2020-05,Exports to EU,168.225
14843,Ireland,2020-06,Exports to EU,170.093
14844,Ireland,2020-07,Exports to EU,166.285
14845,Ireland,2020-08,Exports to EU,135.262
14846,Ireland,2020-09,Exports to EU,181.436
14847,Ireland,2020-10,Exports to EU,168.109
14848,Ireland,2020-11,Exports to EU,174.508
14849,Ireland,2020-12,Exports to EU,179.956
14850,Ireland,2021-01,Exports to EU,97.183
14851,Ireland,2021-02,Exports to EU,127.329
14852,Ireland,2021-03,Exports to EU,86.782
14853,Ireland,2021-04,Exports to EU,26.527
14854,Ireland,2021-05,Exports to EU,49.234
14855,Ireland,2021-06,Exports to EU,26.643
14856,Ireland,2021-07,Exports to EU,2.727
14857,Ireland,2021-08,Exports to EU,42.52
14858,Ireland,2021-09,Exports to EU,41.069
14859,Ireland,2021-10,Exports to EU,83.75
14860,Ireland,2021-11,Exports to EU,108.494
14861,Ireland,2021-12,Exports to EU,171.224
14862,Ireland,2022-01,Exports to EU,142.534
14863,Ireland,2022-02,Exports to EU,163.237
14864,Ireland,2022-03,Exports to EU,51.725
14865,Ireland,2022-04,Exports to EU,21.596
14866,Ireland,2022-05,Exports to EU,65.065
14867,Ireland,2022-06,Exports to EU,101.534
14868,Iceland,2017-01,Exports to EU,0.0
14869,Iceland,2017-02,Exports to EU,0.0
14870,Iceland,2017-03,Exports to EU,0.0
14871,Iceland,2017-04,Exports to EU,0.0
14872,Iceland,2017-05,Exports to EU,0.0
14873,Iceland,2017-06,Exports to EU,0.0
14874,Iceland,2017-07,Exports to EU,0.0
14875,Iceland,2017-08,Exports to EU,0.0
14876,Iceland,2017-09,Exports to EU,0.0
14877,Iceland,2017-10,Exports to EU,0.0
14878,Iceland,2017-11,Exports to EU,0.0
14879,Iceland,2017-12,Exports to EU,0.0
14880,Iceland,2018-01,Exports to EU,0.0
14881,Iceland,2018-02,Exports to EU,0.0
14882,Iceland,2018-03,Exports to EU,0.0
14883,Iceland,2018-04,Exports to EU,0.0
14884,Iceland,2018-05,Exports to EU,0.0
14885,Iceland,2018-06,Exports to EU,0.0
14886,Iceland,2018-07,Exports to EU,0.0
14887,Iceland,2018-08,Exports to EU,0.0
14888,Iceland,2018-09,Exports to EU,0.0
14889,Iceland,2018-10,Exports to EU,0.0
14890,Iceland,2018-11,Exports to EU,0.0
14891,Iceland,2018-12,Exports to EU,0.0
14892,Iceland,2019-01,Exports to EU,0.0
14893,Iceland,2019-02,Exports to EU,0.0
14894,Iceland,2019-03,Exports to EU,0.0
14895,Iceland,2019-04,Exports to EU,0.0
14896,Iceland,2019-05,Exports to EU,0.0
14897,Iceland,2019-06,Exports to EU,0.0
14898,Iceland,2019-07,Exports to EU,0.0
14899,Iceland,2019-08,Exports to EU,0.0
14900,Iceland,2019-09,Exports to EU,0.0
14901,Iceland,2019-10,Exports to EU,0.0
14902,Iceland,2019-11,Exports to EU,0.0
14903,Iceland,2019-12,Exports to EU,0.0
14904,Iceland,2020-01,Exports to EU,0.0
14905,Iceland,2020-02,Exports to EU,0.0
14906,Iceland,2020-03,Exports to EU,0.0
14907,Iceland,2020-04,Exports to EU,0.0
14908,Iceland,2020-05,Exports to EU,0.0
14909,Iceland,2020-06,Exports to EU,0.0
14910,Iceland,2020-07,Exports to EU,0.0
14911,Iceland,2020-08,Exports to EU,0.0
14912,Iceland,2020-09,Exports to EU,0.0
14913,Iceland,2020-10,Exports to EU,0.0
14914,Iceland,2020-11,Exports to EU,0.0
14915,Iceland,2020-12,Exports to EU,0.0
14916,Iceland,2021-01,Exports to EU,0.0
14917,Iceland,2021-02,Exports to EU,0.0
14918,Iceland,2021-03,Exports to EU,0.0
14919,Iceland,2021-04,Exports to EU,0.0
14920,Iceland,2021-05,Exports to EU,0.0
14921,Iceland,2021-06,Exports to EU,0.0
14922,Iceland,2021-07,Exports to EU,0.0
14923,Iceland,2021-08,Exports to EU,0.0
14924,Iceland,2021-09,Exports to EU,0.0
14925,Iceland,2021-10,Exports to EU,0.0
14926,Iceland,2021-11,Exports to EU,0.0
14927,Iceland,2021-12,Exports to EU,0.0
14928,Iceland,2022-01,Exports to EU,0.0
14929,Iceland,2022-02,Exports to EU,0.0
14930,Iceland,2022-03,Exports to EU,0.0
14931,Iceland,2022-04,Exports to EU,0.0
14932,Iceland,2022-05,Exports to EU,0.0
14933,Italy,2018-01,Exports to EU,309.0
14934,Italy,2018-02,Exports to EU,189.0
14935,Italy,2018-03,Exports to EU,142.0
14936,Italy,2018-04,Exports to EU,182.0
14937,Italy,2018-05,Exports to EU,144.0
14938,Italy,2018-06,Exports to EU,107.0
14939,Italy,2018-07,Exports to EU,172.0
14940,Italy,2018-08,Exports to EU,176.0
14941,Italy,2018-09,Exports to EU,111.0
14942,Italy,2018-10,Exports to EU,97.0
14943,Italy,2018-11,Exports to EU,158.0
14944,Italy,2018-12,Exports to EU,345.0
14945,Italy,2019-01,Exports to EU,446.0
14946,Italy,2019-02,Exports to EU,312.0
14947,Italy,2019-03,Exports to EU,377.0
14948,Italy,2019-04,Exports to EU,375.0
14949,Italy,2019-05,Exports to EU,289.0
14950,Italy,2019-06,Exports to EU,262.0
14951,Italy,2019-07,Exports to EU,457.0
14952,Italy,2019-08,Exports to EU,477.0
14953,Italy,2019-09,Exports to EU,538.0
14954,Italy,2019-10,Exports to EU,473.0
14955,Italy,2019-11,Exports to EU,377.0
14956,Italy,2019-12,Exports to EU,457.0
14957,Italy,2020-01,Exports to EU,705.0
14958,Italy,2020-02,Exports to EU,534.0
14959,Italy,2020-03,Exports to EU,455.0
14960,Italy,2020-04,Exports to EU,566.0
14961,Italy,2020-05,Exports to EU,611.0
14962,Italy,2020-06,Exports to EU,673.0
14963,Italy,2020-07,Exports to EU,373.0
14964,Italy,2020-08,Exports to EU,518.0
14965,Italy,2020-09,Exports to EU,316.0
14966,Italy,2020-10,Exports to EU,133.0
14967,Italy,2020-11,Exports to EU,352.0
14968,Italy,2020-12,Exports to EU,462.0
14969,Italy,2021-01,Exports to EU,362.0
14970,Italy,2021-02,Exports to EU,146.0
14971,Italy,2021-03,Exports to EU,177.0
14972,Italy,2021-04,Exports to EU,176.0
14973,Italy,2021-05,Exports to EU,86.0
14974,Italy,2021-06,Exports to EU,107.0
14975,Italy,2021-07,Exports to EU,155.0
14976,Italy,2021-08,Exports to EU,194.0
14977,Italy,2021-09,Exports to EU,135.0
14978,Italy,2021-10,Exports to EU,193.0
14979,Italy,2021-11,Exports to EU,423.0
14980,Italy,2021-12,Exports to EU,373.0
14981,Italy,2022-01,Exports to EU,510.0
14982,Italy,2022-02,Exports to EU,353.0
14983,Italy,2022-03,Exports to EU,190.0
14984,Italy,2022-04,Exports to EU,324.0
14985,Italy,2022-05,Exports to EU,141.0
14986,Lithuania,2017-01,Exports to EU,164.847
14987,Lithuania,2017-02,Exports to EU,148.617
14988,Lithuania,2017-03,Exports to EU,273.414
14989,Lithuania,2017-04,Exports to EU,201.585
14990,Lithuania,2017-05,Exports to EU,264.781
14991,Lithuania,2017-06,Exports to EU,187.36
14992,Lithuania,2017-07,Exports to EU,110.79
14993,Lithuania,2017-08,Exports to EU,155.572
14994,Lithuania,2017-09,Exports to EU,173.998
14995,Lithuania,2017-10,Exports to EU,279.347
14996,Lithuania,2017-11,Exports to EU,179.241
14997,Lithuania,2017-12,Exports to EU,232.515
14998,Lithuania,2018-01,Exports to EU,203.73
14999,Lithuania,2018-02,Exports to EU,216.989
15000,Lithuania,2018-03,Exports to EU,258.316
15001,Lithuania,2018-04,Exports to EU,267.198
15002,Lithuania,2018-05,Exports to EU,230.391
15003,Lithuania,2018-06,Exports to EU,250.132
15004,Lithuania,2018-07,Exports to EU,142.396
15005,Lithuania,2018-08,Exports to EU,176.212
15006,Lithuania,2018-09,Exports to EU,142.734
15007,Lithuania,2018-10,Exports to EU,228.298
15008,Lithuania,2018-11,Exports to EU,240.608
15009,Lithuania,2018-12,Exports to EU,200.544
15010,Lithuania,2019-01,Exports to EU,246.385
15011,Lithuania,2019-02,Exports to EU,274.433
15012,Lithuania,2019-03,Exports to EU,347.09
15013,Lithuania,2019-04,Exports to EU,296.13
15014,Lithuania,2019-05,Exports to EU,247.261
15015,Lithuania,2019-06,Exports to EU,286.964
15016,Lithuania,2019-07,Exports to EU,234.287
15017,Lithuania,2019-08,Exports to EU,288.1
15018,Lithuania,2019-09,Exports to EU,248.5
15019,Lithuania,2019-10,Exports to EU,308.8
15020,Lithuania,2019-11,Exports to EU,311.061
15021,Lithuania,2019-12,Exports to EU,312.037
15022,Lithuania,2020-01,Exports to EU,360.14
15023,Lithuania,2020-02,Exports to EU,321.878
15024,Lithuania,2020-03,Exports to EU,306.296
15025,Lithuania,2020-04,Exports to EU,288.25
15026,Lithuania,2020-05,Exports to EU,301.621
15027,Lithuania,2020-06,Exports to EU,259.317
15028,Lithuania,2020-07,Exports to EU,367.291
15029,Lithuania,2020-08,Exports to EU,326.349
15030,Lithuania,2020-09,Exports to EU,342.72
15031,Lithuania,2020-10,Exports to EU,186.365
15032,Lithuania,2020-11,Exports to EU,263.254
15033,Lithuania,2020-12,Exports to EU,314.951
15034,Lithuania,2021-01,Exports to EU,234.121
15035,Lithuania,2021-02,Exports to EU,213.226
15036,Lithuania,2021-03,Exports to EU,287.084
15037,Lithuania,2021-04,Exports to EU,283.521
15038,Lithuania,2021-05,Exports to EU,156.595
15039,Lithuania,2021-06,Exports to EU,214.831
15040,Lithuania,2021-07,Exports to EU,219.981
15041,Lithuania,2021-08,Exports to EU,170.893
15042,Lithuania,2021-09,Exports to EU,146.488
15043,Lithuania,2021-10,Exports to EU,352.698
15044,Lithuania,2021-11,Exports to EU,389.793
15045,Lithuania,2021-12,Exports to EU,300.622
15046,Lithuania,2022-01,Exports to EU,395.042
15047,Lithuania,2022-02,Exports to EU,352.379
15048,Lithuania,2022-03,Exports to EU,249.946
15049,Lithuania,2022-04,Exports to EU,299.123
15050,Lithuania,2022-05,Exports to EU,155.551
15051,Luxembourg,2017-01,Exports to EU,124.502
15052,Luxembourg,2017-02,Exports to EU,122.731
15053,Luxembourg,2017-03,Exports to EU,123.04
15054,Luxembourg,2017-04,Exports to EU,124.506
15055,Luxembourg,2017-05,Exports to EU,90.493
15056,Luxembourg,2017-06,Exports to EU,78.543
15057,Luxembourg,2017-07,Exports to EU,73.569
15058,Luxembourg,2017-08,Exports to EU,111.042
15059,Luxembourg,2017-09,Exports to EU,117.887
15060,Luxembourg,2017-10,Exports to EU,169.121
15061,Luxembourg,2017-11,Exports to EU,110.848
15062,Luxembourg,2017-12,Exports to EU,142.366
15063,Luxembourg,2018-01,Exports to EU,134.184
15064,Luxembourg,2018-02,Exports to EU,128.377
15065,Luxembourg,2018-03,Exports to EU,143.006
15066,Luxembourg,2018-04,Exports to EU,144.418
15067,Luxembourg,2018-05,Exports to EU,140.825
15068,Luxembourg,2018-06,Exports to EU,116.46
15069,Luxembourg,2018-07,Exports to EU,64.253
15070,Luxembourg,2018-08,Exports to EU,89.249
15071,Luxembourg,2018-09,Exports to EU,95.205
15072,Luxembourg,2018-10,Exports to EU,116.029
15073,Luxembourg,2018-11,Exports to EU,103.839
15074,Luxembourg,2018-12,Exports to EU,115.829
15075,Luxembourg,2019-01,Exports to EU,124.811
15076,Luxembourg,2019-02,Exports to EU,95.898
15077,Luxembourg,2019-03,Exports to EU,108.672
15078,Luxembourg,2019-04,Exports to EU,72.592
15079,Luxembourg,2019-05,Exports to EU,60.259
15080,Luxembourg,2019-06,Exports to EU,62.737
15081,Luxembourg,2019-07,Exports to EU,48.934
15082,Luxembourg,2019-08,Exports to EU,61.497
15083,Luxembourg,2019-09,Exports to EU,53.26
15084,Luxembourg,2019-10,Exports to EU,75.32
15085,Luxembourg,2019-11,Exports to EU,82.673
15086,Luxembourg,2019-12,Exports to EU,92.067
15087,Luxembourg,2020-01,Exports to EU,80.192
15088,Luxembourg,2020-02,Exports to EU,83.81
15089,Luxembourg,2020-03,Exports to EU,84.537
15090,Luxembourg,2020-04,Exports to EU,95.045
15091,Luxembourg,2020-05,Exports to EU,87.608
15092,Luxembourg,2020-06,Exports to EU,77.322
15093,Luxembourg,2020-07,Exports to EU,75.623
15094,Luxembourg,2020-08,Exports to EU,98.768
15095,Luxembourg,2020-09,Exports to EU,112.957
15096,Luxembourg,2020-10,Exports to EU,115.873
15097,Luxembourg,2020-11,Exports to EU,80.582
15098,Luxembourg,2020-12,Exports to EU,86.294
15099,Luxembourg,2021-01,Exports to EU,90.635
15100,Luxembourg,2021-02,Exports to EU,85.624
15101,Luxembourg,2021-03,Exports to EU,90.157
15102,Luxembourg,2021-04,Exports to EU,87.324
15103,Luxembourg,2021-05,Exports to EU,84.445
15104,Luxembourg,2021-06,Exports to EU,69.238
15105,Luxembourg,2021-07,Exports to EU,68.029
15106,Luxembourg,2021-08,Exports to EU,79.807
15107,Luxembourg,2021-09,Exports to EU,93.624
15108,Luxembourg,2021-10,Exports to EU,96.182
15109,Luxembourg,2021-11,Exports to EU,93.969
15110,Luxembourg,2021-12,Exports to EU,98.103
15111,Luxembourg,2022-01,Exports to EU,151.222
15112,Luxembourg,2022-02,Exports to EU,143.232
15113,Luxembourg,2022-03,Exports to EU,148.784
15114,Luxembourg,2022-04,Exports to EU,129.609
15115,Luxembourg,2022-05,Exports to EU,118.777
15116,Latvia,2017-01,Exports to EU,399.0
15117,Latvia,2017-02,Exports to EU,318.0
15118,Latvia,2017-03,Exports to EU,413.0
15119,Latvia,2017-04,Exports to EU,319.0
15120,Latvia,2017-05,Exports to EU,342.0
15121,Latvia,2017-06,Exports to EU,245.0
15122,Latvia,2017-07,Exports to EU,332.0
15123,Latvia,2017-08,Exports to EU,291.0
15124,Latvia,2017-09,Exports to EU,314.0
15125,Latvia,2017-10,Exports to EU,353.0
15126,Latvia,2017-11,Exports to EU,417.0
15127,Latvia,2017-12,Exports to EU,357.0
15128,Latvia,2018-01,Exports to EU,507.0
15129,Latvia,2018-02,Exports to EU,390.0
15130,Latvia,2018-03,Exports to EU,413.0
15131,Latvia,2018-04,Exports to EU,527.0
15132,Latvia,2018-05,Exports to EU,306.0
15133,Latvia,2018-06,Exports to EU,240.0
15134,Latvia,2018-07,Exports to EU,301.0
15135,Latvia,2018-08,Exports to EU,358.0
15136,Latvia,2018-09,Exports to EU,259.0
15137,Latvia,2018-10,Exports to EU,272.0
15138,Latvia,2018-11,Exports to EU,367.0
15139,Latvia,2018-12,Exports to EU,322.0
15140,Latvia,2019-01,Exports to EU,352.0
15141,Latvia,2019-02,Exports to EU,250.0
15142,Latvia,2019-03,Exports to EU,341.0
15143,Latvia,2019-04,Exports to EU,325.0
15144,Latvia,2019-05,Exports to EU,277.0
15145,Latvia,2019-06,Exports to EU,365.0
